position 3_tdc_data,position 3_tac_data,position 3_pdc_data,position 3_pac_data_0,position 3_pac_data_1,position 3_pac_data_2,position 3_pac_data_3,position 3_pac_data_4,position 3_pac_data_5,position 3_pac_data_6,position 3_pac_data_7,position 3_pac_data_8,position 3_pac_data_9,position 3_pac_data_10,position 3_pac_data_11,position 3_pac_data_12,position 3_pac_data_13,position 3_pac_data_14,position 3_pac_data_15,position 3_pac_data_16,position 3_pac_data_17,position 3_pac_data_18,position 3_pac_data_19,position 3_pac_data_20,position 3_pac_data_21,position 3_elec_data_0,position 3_elec_data_1,position 3_elec_data_2,position 3_elec_data_3,position 3_elec_data_4,position 3_elec_data_5,position 3_elec_data_6,position 3_elec_data_7,position 3_elec_data_8,position 3_elec_data_9,position 3_elec_data_10,position 3_elec_data_11,position 3_elec_data_12,position 3_elec_data_13,position 3_elec_data_14,position 3_elec_data_15,position 3_elec_data_16,position 3_elec_data_17,position 3_elec_data_18,header_from_controller_start,frame_collection_from_header
1396.0,1986.0,2196.0,2029.0,2031.0,2025.0,2023.0,2025.0,2026.0,2023.0,2025.0,2023.0,2023.0,2022.0,2030.0,2032.0,2033.0,2030.0,2029.0,2029.0,2030.0,2026.0,2029.0,2026.0,2026.0,3110.0,3518.0,3497.0,3355.0,3475.0,3351.0,3173.0,3288.0,3262.0,3344.0,2963.0,3472.0,3458.0,3256.0,3436.0,3235.0,3441.0,3498.0,3400.0,51.640626355,0.019905465
1396.0,1984.0,2196.0,2022.0,2022.0,2025.0,2025.0,2024.0,2026.0,2023.0,2025.0,2025.0,2025.0,2025.0,2023.0,2017.0,2021.0,2024.0,2024.0,2026.0,2023.0,2021.0,2025.0,2022.0,2024.0,3109.0,3519.0,3497.0,3354.0,3476.0,3352.0,3173.0,3288.0,3262.0,3344.0,2963.0,3474.0,3459.0,3255.0,3437.0,3236.0,3440.0,3497.0,3399.0,51.66062806,0.019965563000000002
1397.0,1985.0,2196.0,2034.0,2036.0,2033.0,2038.0,2035.0,2035.0,2035.0,2035.0,2036.0,2035.0,2034.0,2037.0,2036.0,2037.0,2036.0,2037.0,2039.0,2038.0,2037.0,2036.0,2035.0,2036.0,3109.0,3520.0,3497.0,3355.0,3476.0,3351.0,3172.0,3288.0,3261.0,3343.0,2963.0,3472.0,3458.0,3256.0,3438.0,3236.0,3441.0,3497.0,3400.0,51.68063817,0.019961574000000003
1396.0,1986.0,2196.0,2042.0,2043.0,2041.0,2044.0,2037.0,2036.0,2036.0,2037.0,2038.0,2034.0,2030.0,2030.0,2030.0,2029.0,2028.0,2027.0,2023.0,2024.0,2023.0,2028.0,2023.0,2021.0,3109.0,3519.0,3497.0,3355.0,3475.0,3351.0,3173.0,3288.0,3262.0,3344.0,2963.0,3472.0,3459.0,3255.0,3438.0,3236.0,3441.0,3498.0,3400.0,51.700627736,0.019946073
1396.0,1987.0,2196.0,2015.0,2016.0,2014.0,2016.0,2016.0,2021.0,2018.0,2017.0,2017.0,2015.0,2016.0,2017.0,2013.0,2016.0,2015.0,2012.0,2014.0,2015.0,2014.0,2015.0,2012.0,2011.0,3109.0,3520.0,3497.0,3354.0,3476.0,3352.0,3173.0,3289.0,3262.0,3343.0,2963.0,3472.0,3458.0,3254.0,3437.0,3236.0,3441.0,3497.0,3400.0,51.720631613,0.019964782
1396.0,1986.0,2196.0,2021.0,2014.0,2013.0,2015.0,2017.0,2014.0,2015.0,2016.0,2014.0,2016.0,2016.0,2020.0,2019.0,2016.0,2020.0,2022.0,2025.0,2025.0,2031.0,2031.0,2027.0,2029.0,3109.0,3520.0,3498.0,3354.0,3476.0,3352.0,3172.0,3287.0,3262.0,3344.0,2963.0,3472.0,3459.0,3255.0,3438.0,3237.0,3440.0,3499.0,3400.0,51.740628119,0.019928419000000003
1397.0,1985.0,2197.0,2028.0,2027.0,2030.0,2025.0,2032.0,2029.0,2029.0,2030.0,2030.0,2027.0,2029.0,2027.0,2029.0,2030.0,2031.0,2027.0,2029.0,2027.0,2029.0,2034.0,2028.0,2029.0,3110.0,3519.0,3498.0,3354.0,3476.0,3351.0,3174.0,3289.0,3263.0,3344.0,2964.0,3473.0,3459.0,3254.0,3437.0,3237.0,3441.0,3497.0,3400.0,51.760628284,0.019962915
1396.0,1986.0,2196.0,2038.0,2034.0,2037.0,2035.0,2035.0,2032.0,2034.0,2038.0,2039.0,2036.0,2038.0,2037.0,2037.0,2036.0,2038.0,2030.0,2033.0,2029.0,2026.0,2031.0,2027.0,2024.0,3110.0,3519.0,3497.0,3355.0,3475.0,3351.0,3173.0,3288.0,3262.0,3344.0,2963.0,3472.0,3459.0,3255.0,3437.0,3236.0,3441.0,3497.0,3400.0,51.780632817,0.019968482000000003
1397.0,1987.0,2196.0,2032.0,2032.0,2029.0,2028.0,2025.0,2024.0,2023.0,2027.0,2023.0,2027.0,2024.0,2022.0,2022.0,2023.0,2023.0,2022.0,2021.0,2026.0,2023.0,2027.0,2025.0,2024.0,3109.0,3519.0,3498.0,3355.0,3475.0,3352.0,3172.0,3289.0,3262.0,3344.0,2964.0,3472.0,3458.0,3255.0,3437.0,3236.0,3441.0,3496.0,3400.0,51.800632279,0.019922838000000002
1397.0,1985.0,2196.0,2023.0,2024.0,2021.0,2021.0,2021.0,2022.0,2022.0,2025.0,2025.0,2027.0,2025.0,2024.0,2023.0,2027.0,2026.0,2025.0,2026.0,2027.0,2026.0,2028.0,2030.0,2025.0,3109.0,3519.0,3497.0,3354.0,3477.0,3352.0,3173.0,3289.0,3262.0,3344.0,2963.0,3473.0,3458.0,3256.0,3437.0,3236.0,3440.0,3497.0,3400.0,51.820632219,0.019935391
